"Bucket","Area","ID","ItemType","Title","Priority","Milestone","Status","XBrowser_Current","XBrowser_Task","Suggested_Files","DependsOn","Done_Criteria","Test_Steps","SourceCsv","SourceKind"
"developing","Extensions","NEXT-V5-067","Interaction","扩展快捷键：展示 commands 并与 ShortcutStore 冲突提示","P3","M22","todo","扩展快捷键不可见","获取 extension commands（若可用则接入）；在 ExtensionsDialog 展示列表；与 ShortcutStore 检测冲突并提示","src/core/ExtensionsStore.*; ui/qml/components/ExtensionsDialog.qml; src/core/ShortcutStore.*","NEXT-V5-066","扩展详情页可看到快捷键并在冲突时提示","安装带 command 的扩展->打开详情->看到 shortcut；设置一个冲突快捷键->显示警告；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Folders","ZEN-060","Feature","Tab Folder/Group 管理","P2","M3","done","部分实现","在 XBrowser：实现 TabGroup/Folder 模型（嵌套层级可先做 1 层）+ 折叠/展开","(建议新增) src/core/TabGroupModel.*; ui/qml/components/TabGroupItem.qml","ZEN-050","可把若干 tab 归为组并折叠/展开","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Folders","ZEN-061","Feature","Folder Tabs Popup 与搜索","P3","M4","done","未实现","在 XBrowser：实现组内搜索弹窗（或在组内内联搜索）","ui/qml/components/FolderTabsPopup.qml (待建)","ZEN-060","对组内 tabs 进行即时过滤搜索","","logs/zen_browser_feature_impl_plan.csv","logs"
"developing","Glance","NEXT-V5-046","Interaction","Tab hover 预览弹层：不被裁剪且靠近边缘自动翻转","P1","M19","todo","当前无 hover preview","使用 PopupManager 显示 TabPreviewPopup：thumbnail+title+url；边缘自动翻转；延迟 300ms 出现；移出即关闭","ui/qml/BrowserWindow.qml; ui/qml/components/PopupManager.qml; ui/qml/components/TabPreviewPopup.qml (new)","NEXT-V5-045","hover tab 后出现预览且靠近窗口边缘仍完整可见","缩小窗口->hover 最底部 tab->预览弹层自动翻转且完整；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Glance","INT-029","Interaction","Glance：增加“在新标签打开/固定到分屏”动作与更完整的 header","P2","M2","done","当前 Alt+点击链接会打开 overlay 预览，但 header 仅返回/关闭。","为 glance overlay header 增加按钮：Open in Tab / Open in Split；并显示目标 URL；支持 ESC 关闭。","ui/qml/BrowserWindow.qml; ui/qml/components/OverlayHost.qml; src/app/main.cpp（commands）","INT-028","glance 预览后可一键转为 tab 或分屏；关闭路径统一。","Alt+点链接 -> 预览 -> 点 Open in Tab -> 新 tab 打开该链接","logs/zen_browser_interaction_plan.csv","logs"
"developed","Glance","ZEN-080","Feature","快速预览(Glance)总控","P3","M4","done","已实现(基础)","在 XBrowser：可选实现 Preview Overlay（在同一 tab 内临时打开链接）","ui/qml/components/PreviewOverlay.qml (待建)","ZEN-070","可从链接触发预览并一键转为新 tab/分屏","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Glance","ZEN-081","Feature","内容页 Actor 注入","P3","M4","done","已实现(基础)","在 XBrowser：若做 Glance，需要 WebView2 注入脚本捕捉点击并回传 URL","src/engine/webview2/WebView2View.*","ZEN-080","能在页面内捕捉链接点击并按规则触发预览","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Input/Commands","ZEN-017","Feature","命令与 Keyset 桥接","MVP","M1","done","已实现(基础)","在 XBrowser：建立 CommandBus（enum/strings）+ Shortcut 映射层，统一触发业务动作","src/core/*Command* (待建); ui/qml/components/Shortcuts.qml","ZEN-010","快捷键与按钮都走同一套命令入口，便于复刻 Zen 行为","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Keyboard","INT-032","Interaction","补齐高频快捷键（Ctrl+Tab/Shift+Ctrl+Tab/Ctrl+Shift+T/Ctrl+R 等）","P1","M2","done","当前快捷键较少（Ctrl+L/T/W/B 等）。","新增快捷键映射到 commands，并实现对应行为（切换 tab、恢复关闭 tab、刷新、主页等）。","ui/qml/components/Shortcuts.qml; src/app/main.cpp; src/core/*","INT-010","常用快捷键可用且不冲突；切换 tab 快速且保留状态（依赖 INT-010）。","Ctrl+Tab 循环切换 5 个 tab：状态保持且不卡","logs/zen_browser_interaction_plan.csv","logs"
"developed","Layering","INT-035","Interaction","WebView2 HWND 上层弹出菜单不被遮挡","P0","M1","done","QML Overlay/Popup 在 WebView2 HWND 上会被遮挡（sidetabs 右键/页面右键/权限提示）。","PopupManager 改为顶层 Window(Qt.Popup) 并保持 on-top；Web 右键与权限提示统一走 PopupManager。","ui/qml/components/PopupManager.qml; ui/qml/BrowserWindow.qml","","任意弹出菜单在网页区域也可见且可点击。","右键网页与侧栏 tab：菜单不被盖住","logs/zen_browser_interaction_plan.csv","logs"
"developed","Layering","INT-036","Interaction","QtQuick.Controls Popup/Dialog 在 WebView2 上层显示","P0","M1","done","omnibox 下拉/emoji picker/Dialogs 可能被 WebView2 盖住。","为 QtQuick.Controls 的 Popup/Dialog 统一设置 popupType=Popup.Window。","ui/qml/BrowserWindow.qml; ui/qml/components/*.qml","INT-035","常用下拉与对话框在网页区域也可见。","打开 Themes/Downloads/Onboarding/EmojiPicker：弹窗不被盖住","logs/zen_browser_interaction_plan.csv","logs"
"developed","Layering","INT-V2-002","Interaction","WebView2 HWND 上方弹出层不被遮挡（侧边栏右键/网页右键/权限提示/Overlay/Toast）","P0","M1","done","WebView2(HWND) 会压在 QtQuick.Popup/Popup 之上，导致菜单被盖住。","将关键弹出层改为顶层 Window 承载（PopupManager/OverlayHost/ToastHost），并统一右键菜单实现。","ui/qml/components/PopupManager.qml; ui/qml/components/OverlayHost.qml; ui/qml/components/ToastHost.qml; ui/qml/components/ContextMenu.qml; ui/qml/BrowserWindow.qml","","在网页区域与侧边栏区域右键菜单均可见且可点击；Overlay/Toast 不被遮挡。","打开任意网页 -> 右键；侧边栏 tab 右键；触发 toast/overlay","logs/zen_browser_interaction_plan_v2.csv","logs"
"developed","Layering","INT-037","Interaction","Toast/Overlay 在 WebView2 上层显示","P1","M2","done","ToastHost/OverlayHost 已改为顶层 Window，不再被 WebView2 HWND 遮挡。","保持 ToastHost/OverlayHost 走独立 Window（toast 使用 WindowDoesNotAcceptFocus，overlay 负责焦点/ESC 关闭）。","ui/qml/components/ToastHost.qml; ui/qml/components/OverlayHost.qml","INT-035","toast/overlay 在网页区域也可见且可交互（若含按钮）。","触发 toast/打开 glance overlay：总能显示在页面之上","logs/zen_browser_interaction_plan.csv","logs"
"developed","Layering/Popups","INT-V3-001","Interaction","侧栏(Tab/Group)右键菜单/更多菜单不被裁剪且靠近边缘自动翻转","P0","M4","done","PopupManager 已使用顶层 Window，但边缘/约束场景仍可能出现菜单看似“被盖住”。","增强 PopupManager：上下/左右翻转 + maxHeight 注入；修复 ContextMenu bool 绑定警告。","ui/qml/components/PopupManager.qml; ui/qml/components/ContextMenu.qml","","侧栏底部右键菜单完整可见；过高时可滚动；日志不再出现 ContextMenu undefined->bool。","缩小窗口高度 -> 右键最底部 tab/group -> 菜单自动翻转或出现滚动条，最后一项可点击","logs/zen_browser_interaction_plan_v3.csv","logs"
"developed","Layering/Popups","DEV-UI-007","Interaction","CompactMode：弹层打开时顶栏保持展开","P1","M10","done","当前 compactMode 下打开 downloads/menu/site panel/tab switcher 等弹层后顶栏可能因 hover 丢失而折叠，导致按钮消失/弹层位置跳动","为顶部相关弹层统一设置 popupManagerContext；LayoutController 在 compactMode 下识别这些 context 并保持 showTopBar=true（不影响 singleToolbar）","ui/qml/BrowserWindow.qml; src/core/LayoutController.*; tests/TestLayoutController.cpp","DEV-UI-001","compactMode 下打开 main menu/downloads/site panel/tab switcher/extensions panel 时顶栏不折叠且弹层位置稳定；ctest 通过","开启 compactMode；在顶栏依次打开 main menu/Downloads/Site panel/Tab switcher/Extensions panel，移动鼠标到弹层内：顶栏保持展开且按钮不消失；运行 ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Layering/Popups","DEV-UI-010","Interaction","CompactMode：侧栏/工具栏右键菜单与二级弹层保持锚点稳定","P1","M10","done","当前只覆盖了部分顶栏弹层；侧栏 tab/group 右键菜单、扩展图标右键菜单、站点权限面板、侧栏底部 workspace 菜单等场景可能仍会触发折叠","为上述弹层补齐 popupManagerContext（sidebar-context-menu/extensions-context-menu/site-permissions/emoji-picker/sidebar-workspace-menu 等）；LayoutController 在 compactMode 下识别并保持 showTopBar/showSidebar","ui/qml/BrowserWindow.qml; ui/qml/components/SidebarFooter.qml; src/core/LayoutController.*; tests/TestLayoutController.cpp","DEV-UI-007","compactMode 下打开侧栏 tab/group 右键菜单与侧栏底部 workspace 菜单时侧栏不折叠；打开扩展图标右键菜单/站点权限面板/emoji picker 时顶栏不折叠；ctest 通过","开启 compactMode；右键侧栏底部 tab/group 打开菜单后移动鼠标到菜单：侧栏不收起；点击侧栏底部 ⋮ 打开 workspace 菜单并进入 Rename：侧栏不收起；右键 pinned 扩展图标打开菜单：顶栏不折叠；打开 Site panel->Permissions：顶栏不折叠；点击 emoji 按钮：顶栏不折叠；运行 ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Layering/Popups","DEV-UI-008","Interaction","LayoutController：TopBar 弹层 context 单测","P2","M10","done","TestLayoutController 仅覆盖 omnibox 对 showTopBar 的影响","扩展 TestLayoutController 覆盖 main-menu/downloads-panel/site-panel/tab-switcher/extensions-panel/extension-popup 等 context 对 showTopBar 的影响","tests/TestLayoutController.cpp; src/core/LayoutController.*","DEV-UI-007","ctest 覆盖新增 context 场景且通过","cmake --build build --config Debug；ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Layering/Popups","DEV-UI-011","Interaction","LayoutController：侧栏/工具栏弹层 context 单测","P2","M10","done","TestLayoutController 覆盖了 top bar 弹层，但未覆盖 sidebar-context-menu / extensions-context-menu / site-permissions 等新增 context","扩展 TestLayoutController：compactMode 下设置 popupManagerContext 为上述值时 showTopBar/showSidebar 按预期；并覆盖 singleToolbarActive+omnibox 时 sidebar 保持","tests/TestLayoutController.cpp; src/core/LayoutController.*","DEV-UI-010","ctest 覆盖新增 context 场景且通过","cmake --build build --config Debug；ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Media","ZEN-120","Feature","侧边栏媒体控制","P3","M4","done","已实现(基础)","在 XBrowser：可选实现媒体控制（依赖 WebView2/MediaSession API 能力）","ui/qml/components/MediaControls.qml (待建)","","播放媒体时出现控制条并可控制","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Menubar","ZEN-210","Feature","菜单栏与窗口 scheme","P3","M4","done","部分实现","在 XBrowser：Windows-only 可简化，但需定义窗口主题/标题栏按钮策略","ui/qml/BrowserWindow.qml","","窗口/标题栏控件布局策略明确并可配置","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Menus","INT-022","Interaction","Web 内容区右键菜单（页面/链接/图片）","P1","M2","done","当前 WebView2 右键菜单未接入（或缺失），用户操作路径长。","通过 WebView2 的 context menu 事件（或禁用默认并自绘）：实现最小菜单集（后退/前进/刷新/在新标签打开/复制链接等）。","src/engine/webview2/WebView2View.*; ui/qml/BrowserWindow.qml; (new) ui/qml/components/ContextMenu.qml","","右键在页面空白处/链接处能弹出对应菜单并可用。","右键链接 -> 复制链接地址 -> 剪贴板内容正确","logs/zen_browser_interaction_plan.csv","logs"
"developed","Menus","NEXT-V5-006","Interaction","打开本地文件：Ctrl+O 选择 html 并在当前标签打开","P2","M15","done","当前无 Open File 入口","增加 Open File 命令与快捷键 Ctrl+O；使用 FileDialog 选择文件并导航到 file:///；支持打开图片与 html；失败 toast","ui/qml/BrowserWindow.qml; ui/qml/components/Shortcuts.qml; ui/qml/components/ToastHost.qml","","选择本地 html 后能在 WebView2 中渲染且地址栏显示 file URL","菜单 File->Open File 或 Ctrl+O->选择一个本地 html->页面渲染；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Meta","META-001","Feature","Snapshot","META","META","done","已实现(基础)","作为后续复刻 Zen 交互与布局的对照基线","reference/logs/zen_browser_feature_layout.csv","","CSV 中每行均可追溯到 Zen 源码路径","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Meta","META-INT-001","Interaction","本 CSV 用于追踪「交互/动效/手感」差距并拆解可实现的迭代任务；每行尽量对应一个可验收的交互点。","META","META","done","已有竖直标签栏/工作区/分屏/Glance/Toast 等骨架，但交互细节与动效缺失较多。","把“看得见/摸得着”的交互差距拆成可逐步完成的小任务，并在实现后将 Status 从 todo 改为 done。","reference/logs/zen_browser_interaction_plan.csv","","团队对齐：后续交互优化均落到本表，并能用 Done_Criteria 验收。","打开 CSV -> 任选 3 行 -> 评审是否可实现/可验收","logs/zen_browser_interaction_plan.csv","logs"
"developed","Meta","META-INT-V2-001","Interaction","本CSV用于追踪「打不开/系统错误/层级遮挡/运行方式」等稳定性与开发体验问题，优先把应用做到“随时可运行、问题可定位”。","META","M0","done","此前存在：QML语法错误导致无法启动；WebView2/Qt运行时缺失时提示不清；WebView2 HWND 会遮挡 QML Popup。","建立稳定性/层级/部署/运行的闭环，并用可验收的 Done_Criteria 标记完成。","reference/logs/zen_browser_interaction_plan_v2.csv","","团队对齐：后续稳定性问题都落到本表并可验收。","打开CSV检查字段齐全且任务可落地","logs/zen_browser_interaction_plan_v2.csv","logs"
"developed","Meta","META-INT-V3-001","Interaction","本CSV用于追踪「Zen交互补齐（侧栏/扩展/分屏/多选）」的后续迭代；本轮目标：一次性把当前用户提出的差距补齐并可验收。","META","M4","done","已具备基础骨架（侧栏/分屏/扩展/PopupManager）。","本表内本轮相关任务全部落地并可复现验证。","reference/logs/zen_browser_interaction_plan_v3.csv","","本表内 INT-V3-* 全部为 done，且每行有可执行测试步骤。","打开CSV检查字段齐全且任务可落地","logs/zen_browser_interaction_plan_v3.csv","logs"
"developed","Meta","META-NEXT-V4-001","Interaction","本CSV用于追踪「Zen差距补齐：核心浏览器能力/Zen特色交互/工程化交付」的后续迭代；目标：把“能长期开发/可交付/可回归测试”的能力补齐。","META","M5","done","当前已完成侧栏/多选批量/分屏拖拽与持久化/扩展入口与弹层/运行部署闭环；但核心浏览器能力与多窗口/数据层仍缺失。","建立下一阶段(M5~M7)的任务拆解：每行可验收+可回归；实现后把 Status 从 todo 改为 done。","reference/logs/zen_browser_next_plan_v4.csv","","本表 NEXT-V4-* 全部可逐步落地并有测试步骤。","打开CSV -> 抽查5行：均有明确 Done_Criteria + Test_Steps","logs/zen_browser_next_plan_v4.csv","logs"
"developed","Meta","META-NEXT-V5-001","Interaction","本CSV用于追踪「Zen差距补齐：核心浏览能力/数据控制/高级管理/自定义」的下一阶段迭代","META","M15","done","当前 merged_developing 为空且需要新的可执行任务队列","建立 NEXT-V5-* 任务拆解并确保每行可验收+可回归；实现后把 Status 从 todo 改为 done","reference/developing/zen_browser_next_plan_v5.csv","","本表可作为连续 12h 执行的任务队列且字段齐全","打开 CSV 抽查 10 行均有 Done_Criteria 与 Test_Steps","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Meta","DEV-REVIEW-001","Interaction","对齐 Zen：已实现功能评估与差距清单(M11)","P1","M11","done","当前已实现 LayoutController+singleToolbar+compact popup contexts 等；缺少系统性评估与性能/测试基线","输出评估文档：已实现清单；与 Zen 差距；性能热点；后续建议","docs/ZEN_ALIGNMENT_REVIEW.md","","评估文档可读且列出差距与建议；不影响编译；后续任务在本迭代中落地","无（文档）；最终运行 cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta","DEV-REVIEW-002","Interaction","对齐 Zen：现状复核与后续计划(M13)","P2","M13","done","M12 已完成但缺少一次针对 UI 时序与 omnibox C++ 热点的复核","更新 ZEN_ALIGNMENT_REVIEW：补充 FindBar/Compact 时序与 OmniboxUtils 性能优化点；列出下一步 TODO","docs/ZEN_ALIGNMENT_REVIEW.md","","文档更新且差距/建议清晰；不影响编译；ctest 通过","无（文档）；运行 cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-LAYOUT-003","Interaction","模块验收与归档(M9 Layout)","P0","M9","done","本轮 Layout 模块尚未归档","完成 DEV-LAYOUT-001/002 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-LAYOUT-001","merged_developing 为空且 merged_developed 包含 DEV-LAYOUT-001/002/003；areas/counts 正确","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-META-011","Interaction","模块验收与归档(M11 Review/Perf/Tests)","P0","M11","done","本轮 M11 尚未归档","完成 DEV-REVIEW-001/DEV-MOTION-002/DEV-OMNI-004/DEV-OMNI-005 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-REVIEW-001","merged_developing 为空且 merged_developed 包含本轮条目；areas/counts 正确","运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-META-012","Interaction","模块验收与归档(M13 UX/Perf/Tests)","P0","M13","done","本轮 M13 尚未归档","完成 DEV-REVIEW-002/DEV-UI-016/DEV-OMNI-006/DEV-UI-017/DEV-OMNI-007 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-REVIEW-002","merged_developing 为空且 merged_developed 包含本轮条目；areas/counts 正确","运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-META-013","Interaction","模块验收与归档(M14 Omnibox Suggestions)","P0","M14","done","本轮 M14 尚未归档","完成 DEV-OMNI-008/009 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-OMNI-008","merged_developing 为空且 merged_developed 包含本轮条目；areas/counts 正确","运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-UI-003","Interaction","模块验收与归档(M9 UI)","P0","M9","done","本轮 UI/LayoutController 模块尚未归档","完成 DEV-UI-001/002 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-UI-001","merged_developing 为空且 merged_developed 包含 DEV-UI-001/002/003；areas/counts 正确","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-UI-006","Interaction","模块验收与归档(M9 SingleToolbar)","P0","M9","done","本轮 SingleToolbar 模块尚未归档","完成 DEV-UI-004/005 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-UI-004","merged_developing 为空且 merged_developed 包含 DEV-UI-004/005/006；areas/counts 正确","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-UI-009","Interaction","模块验收与归档(M10 Popups)","P0","M10","done","本轮 Popups/CompactMode 模块尚未归档","完成 DEV-UI-007/008 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-UI-007","merged_developing 为空且 merged_developed 包含 DEV-UI-007/008/009；areas/counts 正确","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-UI-012","Interaction","模块验收与归档(M10 PopupContexts)","P0","M10","done","本轮 PopupContexts 模块尚未归档","完成 DEV-UI-010/011 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-UI-010","merged_developing 为空且 merged_developed 包含 DEV-UI-010/011/012；areas/counts 正确","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-UI-015","Interaction","模块验收与归档(M12 FindBar)","P0","M12","done","本轮 M12 尚未归档","完成 DEV-UI-013/014 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-UI-013","merged_developing 为空且 merged_developed 包含 DEV-UI-013/014/015；areas/counts 正确","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-WP-004","Interaction","模块验收与归档","P0","M8","done","当前无本轮 Panels 模块的回归记录","完成 DEV-WP-* 后将 Status 全部置为 done；运行合并脚本生成 merged CSV；检查 areas/counts 更新","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-WP-001","merged_developing 为空且 merged_developed 包含 DEV-WP-*；areas/counts 正确","修改 Status->done；运行 scripts/merge_plans.ps1；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","DEV-WP-007","Interaction","模块验收与归档(M9)","P0","M9","done","本轮 WebPanelsDialog 增强尚未归档","完成 DEV-WP-005/006 后将 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_developing_plan.csv; scripts/merge_plans.ps1","DEV-WP-005","merged_developing 为空且 merged_developed 包含 DEV-WP-005/006/007；areas/counts 正确","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_developing_plan.csv","developing"
"developed","Meta/Process","NEXT-V5-012","Interaction","模块验收与归档(M15 Core Browsing)","P0","M15","done","M15 任务尚未归档","完成 NEXT-V5-001..011 后把对应 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1","NEXT-V5-001","merged_developing 中不再包含 NEXT-V5-001..012 且 counts 更新","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Meta/Process","NEXT-V5-021","Interaction","模块验收与归档(M16 Privacy/Data Control)","P0","M16","todo","M16 任务尚未归档","完成 NEXT-V5-013..020 后把 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1","NEXT-V5-013","merged_developing 中不再包含 NEXT-V5-013..021 且 areas/counts 更新","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_counts_by_area.csv","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Meta/Process","NEXT-V5-031","Interaction","模块验收与归档(M17 Bookmarks/History Pro)","P0","M17","todo","M17 任务尚未归档","完成 NEXT-V5-022..030 后把 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1","NEXT-V5-022","merged_developing 中不再包含 NEXT-V5-022..031 且 areas/counts 更新","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developed.csv","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Meta/Process","NEXT-V5-038","Interaction","模块验收与归档(M18 Downloads Pro)","P0","M18","todo","M18 任务尚未归档","完成 NEXT-V5-032..037 后把 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1","NEXT-V5-032","merged_developing 中不再包含 NEXT-V5-032..038 且 counts 更新","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_counts_by_area.csv","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Meta/Process","NEXT-V5-048","Interaction","模块验收与归档(M19 Tabs/Workspaces/Preview)","P0","M19","todo","M19 任务尚未归档","完成 NEXT-V5-039..047 后把 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1","NEXT-V5-039","merged_developing 中不再包含 NEXT-V5-039..048 且 counts 更新","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_areas.csv","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Meta/Process","NEXT-V5-055","Interaction","模块验收与归档(M20 Customization/Accessibility)","P0","M20","todo","M20 任务尚未归档","完成 NEXT-V5-049..054 后把 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1","NEXT-V5-049","merged_developing 中不再包含 NEXT-V5-049..055 且 areas/counts 更新","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_developing.csv","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Meta/Process","NEXT-V5-060","Interaction","模块验收与归档(M21 Engineering/Delivery)","P0","M21","todo","M21 任务尚未归档","完成 NEXT-V5-056..059 后把 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1","NEXT-V5-056","merged_developing 中不再包含 NEXT-V5-056..060 且 counts 更新","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_all.csv","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Meta/Process","NEXT-V5-073","Interaction","模块验收与归档(M22 Omnibox/Extensions/SplitView)","P0","M22","todo","M22 任务尚未归档","完成 NEXT-V5-061..072 后把 Status 置为 done；运行合并脚本刷新 merged CSV","reference/developing/zen_browser_next_plan_v5.csv; scripts/merge_plans.ps1","NEXT-V5-061","merged_developing 中不再包含 NEXT-V5-061..073 且 counts 更新","修改 Status->done；运行 powershell -NoProfile -ExecutionPolicy Bypass -File scripts/merge_plans.ps1 -IncludeLayout；检查 reference/zen_browser_merged_counts_by_area.csv","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Migration","ZEN-221","Feature","UI/配置迁移","P2","M3","done","未实现","在 XBrowser：为 settings/session 引入 schemaVersion + 迁移器","(建议新增) src/core/Migrations.*","ZEN-162","配置文件带版本号且至少支持一次迁移示例","","logs/zen_browser_feature_impl_plan.csv","logs"
